Piece_id,Piece_name,Recording_number,Sample_rate,Player_id,Instructor1_rating,Instructor1_text,Instructor2_rating,Instructor2_text,Instructor3_rating,Instructor3_text,Instructor4_rating,Instructor4_text,Rater1_id,Rater1_rating,Rater1_text,Rater2_id,Rater2_rating,Rater2_text,Rater3_id,Rater3_rating,Rater3_text,Rater4_id,Rater4_rating,Rater4_text,Rater5_id,Rater5_rating,Rater5_text,Rater6_id,Rater6_rating,Rater6_text
4,Over the Waves,1,44,21,4,Well done but omitted pedal- also error in RH last few measures,4,"Very good. Left hand staccatos are not even. And missing pedals and dynamics, as indicated in the score.  Rhythm is quite good. So is the tempo! Well done!",2,"Left hand staccatos were way too short.  No shaping, but rhythm and accuracy fine.  A little flub at the end.",2,Mistake at very end. No pedal as indicated. LH too heavy and inconsistent staccato. No dynamic shaping of melody.,1,4,"Overall, the notes and rhythms were correct, and they followed the staccato notation in the left hand correctly, but they didn't include the petal. However, the tempo was somewhat inconsistent and sped up towards the end, so it felt slightly rushed. They also didn't include the ritardando at the end.",2,3,"The notes were all accurate but the pedal as marked on the sheet music was not played. Additionally, the ritardando at the end of the piece was not followed.",6,4,"Left hand was not totally consistent in style, but everything else was very good.",9,4,The piece sounds very good and expressive except in the end there's a missing note.,13,4,"Good overall, tempo was a bit fast.",20,4,"one note mistake, one note has less duration than expected"
4,Over the Waves,2,44,10,3,Well done- but- no pedal; errors in bottom line of page 1. Nice rit. at end,4,"Nice rubato at the end. A couple wrong melody notes, but left hand chords are consistent. Well done!   Good counting, too!",2,A few wrong notes; left hand too choppy and short.  Nice ritard at the end,3,Wrong notes bottom page 1. LH too heavy. Good dynamics and rit p. 2.,1,4,"The notes and rhythms were mostly correct. They used staccato in the left hand correctly but didn't include the petal. They also followed the ritardando at the end. However, the tempo felt slightly inconsistent and was rushed at some points.",2,4,The rests at the end of each line was followed perfectly. I wasn't able to hear any pedal being played as marked however.,6,4,"A few mistakes, but the style was great. Good pedaling.",9,4,There are some wrong notes in the middle section.,13,4,"Good overall, would have liked more personality.",20,3,several note and duration mistakes
4,Over the Waves,3,48,2,2,"Tempo very, very erratic.  No pedal, Note error top of p.2. huge pause in last line. No rit at end",2,Rhythm is all over the place. Also did not observe left hand slur.,1,"Some totally wrong rhythms in the right hand and hesitations.  wrong notes too.  Right hand choppy, no musicality.",1,"Very inconsistent rhythm/tempo. Wrong note p2, hesitations. Bad balance. No pedal as indicated.",1,1,"A lot of the rhythms were incorrect and some notes were wrong. In addition, the tempo was extremely inconsistent, and they did not seem confident with the song. It was messy and rushed. They also added incorrect staccato in the right hand and didn't add the ritardando at the end.",2,2,There was a note error on the second page and no pedal playing. There were also two different instances of pausing to determine the right notes to play.,6,1,Counting and tempo were all over the place.,9,1,The tempo isn't consistent at all (the quarter notes are too short) and there are some wrong notes.,13,2,Critical mistakes in hitting the right notes and the rhythm and timing of notes are off.,20,2,"several note and duration mistakes, and the tempo is not stable"
4,Over the Waves,4,48,16,4,"No pedal, but accurate (small error m. 15)  No rit at end",4,Pretty good. Tempo rushed a bit. Misread left hand notes at the end of first half.   I would have liked left hand staccatos to be of the same length throughout.,3,good tempo and character.  A couple mistakes.,3,"Wrong notes bottom p1 and p2. No rit at end. No pedal. Good tempo, balance OK.",1,3,"The notes were correct, but some of the rhythms were extremely rushed. In addition, the tempo was not consistent, and it sped up and slowed down sporadically. They also didn't include the ritardando at the end. Overall, it felt very rushed and inconsistent.",2,3,The piece was played accurately except for one note mistake. The rhythm was a little fast at times as well.,6,4,"Not totally accurate with notes, especially in left hand, and rushed a little. But overall it was nice to listen to.",9,5,This version has very good melody line and follows the score very well.,13,4,"Very well done, only thing was the tempo was inconsistent.",20,3,the speed gets faster and faster and several note and duration mistakes
4,Over the Waves,5,48,20,4,"No pedal, no rit, but otherwise OK",5,"Excellent! Consistent playing! If anything, tempo is a bit slow. But excellent tempo and rhythm and counting.   Nice recovery last line!",3,a little too beat-by-beat; needed more waltz feel.  But good accuracy and rhythm overall.  Left hand a bit choppy.,2,Too slow. No pedal. LH too loud. Wrong LH rhythm last line. No melodic shaping.,1,4,"The notes and rhythms were correct; however, the tempo was somewhat inconsistent and felt rushed at some points. They also didn't include the ritardando at the end.",2,4,The piece was played accurately and with pedal but the rhythm gradually sped up as the piece went on.,6,3,"Sounded pleasant, but needs more attention on note lengths, ties, and rests. Wanted to rush a little as well.",9,4,This version sounds very good with no wrong notes but the tempo is a little too slow and doesn't sound like a real waltz.,13,4,"Lacks skill, but the heart of the piece is there.",20,3,the strength is not consistent and several duration mistakes
4,Over the Waves,6,44,4,4,"Too slow LH too loud, but thanks for the pedal. Accurate otherwise",4,Great that you used pedal. Overall left hand is way too loud.   Excellent counting! Though a bit under speed..,1,Tempo too slow and left hand too loud.  Very little sense of phrasing.,2,Way too slow. LH way too loud. No RH dynamic shaping. No rit. Sometimes pedal went down too early and caught sound of previous measure.,1,4,"The notes and rhythms were correct, and they followed the petal notation correctly. Overall, it was very consistent, but the tempo felt a little too slow, especially since it was supposed to be a ""medium waltz.""",2,2,"The pedal was used but was exaggerated to an unnecessary level, which made listening to the piece feel jolty and unpleasant.",6,2,"Consistent meter throughout, but balance between hands was poor and accompaniment styling was bad.",9,4,"The piece is good overall but sounds too lyrical, which is not like a waltz.",13,2,Slow and usage of pedals go completely against what the song is supposed to be.,20,3,did not play handle the staccatos well for the entire piece and one or two other duration mistakes
4,Over the Waves,7,48,19,3,"No pedal, small errors m 22 and 30",3,Good rhythm. Need to differentiate left hand slurs vs. left hand staccatos.  Tempo is good.,3,"Nice balance overall, tempo, accuracy.  Sometimes phrase endings were a bit abrupt.  Right hand could be smoother.",2,Too slow and plodding. No pedal. Some LH slurs not observed some measures. Wrong note last line.,3,3,"The performer proved to have some hesitation in doing this piece, but they got through it just fine. The notes were a little harsh, but everything sounded right to me.",5,4,"I like the correctness in reading what was required in the sheets. Rit. at the end respected. One crescendo was not carried out as I expected. Not enough lively for my taste, it is a waltz!",12,4,The player is very accurate and has great tone. The chords are smooth and the tempo is even.,14,4,"This was very good, but it did not seem like the player was using the pedal at all.",18,4,"Generally played well, but perhaps the accompanying notes were too strong and the melody notes not strong enough.",21,4,"Small errors in connected the right hand and seeming a bit unsure of how the second page went, but overall sounded good."
4,Over the Waves,8,48,3,2,RH is an octave too high and full of pitch errors. no pedal,1,Too many mistakes. Misread right hand notes. Also right hand is an octave lower.  Left hand chords are little better. But not consistent.,1,Right hand an octave too high.  Lots of wrong notes and hesitating.,1,RH in wrong octave--to high. Lost of wrong notes. Inconsistent LH articulation. Hesitations.,3,1,"The performance of this piece was not very good. Hesitation and wrong notes abound, but they at least got through it.",5,1,"Just was not prepared as it was supposed to be. Too many mistakes in simply reading the sheets. Dynamics boring. No melody lines and phrases were carried out to make sense. Very poor and hard to listen to performance, sadly.",12,2,"The player seems a bit hesitant at times and slows the tempo to compensate for this. They did not stop through, which was good.",14,2,"The pace was off and changing all throughout the recording, many notes were played incorrectly, and the right hand was played an octave too high.",18,2,Started out promising but many incorrect pauses and many missed notes.,21,1,"The right hand is an octave too high for the first half, the player does not seem to know the piece. They also stumble through notes and chords."
4,Over the Waves,9,48,8,4,"Not pedaled correctly., but OK otherwise . nice rit. at end",5,Nice waltz tempo. Good rhythm and rise and fall on the right hand. Nice rubato at the end.,4,Pretty good; light approach and good character.  Left hand chord releases just a bit too short.,4,"Inconsistent pedaling (maybe not pushing down all the way). Good tempo, rhythm, rit.",8,5,"Smooth and controlled. Great rit. at the end, nice poppy staccatos, not too many critiques to give so a 5.",11,4,"This recording is mostly good, but has some unclear pedals.",15,5,Excellent tempo and rhythm. No mistakes. Used the pedal as indicated and dynamic changes are effective.,16,3,"This was fair, but the staccato markings were only sometimes observed in the bass clef (especially in the first few measures , it sounds like pedal was actually being used, which is the opposite of what the staccato should do). Also, rests weren't always observed.",19,5,Nice performance. The left hand held a steady beat with nice staccatos and slurs.,,,
4,Over the Waves,10,48,9,3,Too slow and too loud. small error RH m. 24,4,Good careful playing. Excellent rhythm and counting. Need to keep left hand chord lengths consistent.  Nice rubato.,2,"Too slow and note-by-note.  Needs waltz feel, and dynamic shaping in the right hand.",2,Too slow. No pedal as indicated. Inconsistent LH staccato. Hesitation p.2 line 2. No RH dynamic shaping.,8,3,"Technically very sound, but the slow tempo really makes the piece feel much rougher. Also a slight hiccup in right hand melody halfway through.",11,3,"This recording misses no notes, but sounds hesitating finding specific notes in the ending part and ignores all of the left-hand breaks.",15,3,The tempo is too slow. The player did not use the pedal. Wrong notes were hit.,16,2,This was too slow and there was no phrasing in the left hand two note slur phrases. This took away from the feel of it as a waltz. It was played far too rhythmically without the waltz phrasing and there was no dynamic variation (it was all kind of loud).,19,4,The tempo started off slow and then got faster as the performance went on.,,,
4,Over the Waves,11,48,6,3,Pitch errors m. 22 and 30-31.  No pedal,4,"A couple wrong right hand notes, but rhythm and tempo are good. Last measure left hand needs to be played legato.",3,"Nice performance, tempo, and pedalling.  A couple mistakes and hesitation.",4,"Wrong LH bottom p.1. No pedal as indicated. Slightly slow.Wrong notes p.2 line 2. Hesitation last line, no rit. Good  balance, good LH staccato (not too sharp). Good p.2 rh dynamic shaping.",8,3,"Good balance between left and right hands. The hesitation at the end brings what would have been a 4 down to a 3. Left hand could have been poppier, but that also might have been a piano quirk.",11,4,"This one is between 3 to 4. This recordings is great during the first half of the piece. However, nearly to the end, the performer misses the tempo a little.",15,3,"The first half of the piece was good, although the player did not use the pedal. However, there was a wrong note played in the second half.",16,2,"Some wrong notes and hesitancy about that last G in the third to last measure, also the last note in the staccato phrases was often note staccato. Also the mistake in the last line of the first page threw off the syncopation.",19,3,"There were a few missed notes, the tempo was steady, but the right hand was too soft and note lively.",,,
5,She Wore a Yellow Ribbon,1,48,1,5,All good,5,"Good consistent rhythm. Love the left hand march-like chords. Need to keep it up for the chorus, too, but other than that, well done!  Good forte sound throughout.",2,under tempo and heavy; left hand way too heavy.  No melodic shaping at all.  Rhythm steady though!,2,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,1,4,"Overall, the notes and rhythms were very consistent. The tempo stayed mostly consistent, but was a little off at some points. This version was very good, but it felt choppy at some points and could have been more fluid.",2,4,The notes were played accurately but the piece was played choppily with too many staccatos.,6,3,"Too slow and not in style of the piece, but well-played and mistake-free. Poor slurs at times.",9,4,It sounds good overall but could be faster and more lively.,13,4,"Slow, but charmingly well done.",20,4,one tiny mistake at the second last measure -- didn't play the staccato
5,She Wore a Yellow Ribbon,2,48,16,4,"Meter errors at the start and middle of the chorus, but otherwise OK",4,Accurate note reading. Missed correct rhythm going into chorus and at the end of first ending in chorus.,3,Good tempo and character.  Needs more dynamic shaping.  A couple rhythm mistakes (not holding dotted notes long enough).,3,"Wrong rhythm end lines 3 and 4 and 1st ending. Bit slow, LH slightly heavy and not short enough.",1,4,"The notes were correct, and the tempo stayed fairly consistent. However, some of the rhythms were incorrectly, especially as they transitioned between the verse and chorus (too long of a pause). Overall, it felt confident, but it dragged in some places.",2,5,The piece was played accurately and was pleasant to listen to.,6,4,Some counting issues and also too slow. But mostly mistake-free and musical.,9,4,"In the ending section, the length of the half and dot note and haft notes are not long enough.",13,3,"Skill is fine, but there were some mistakes on beats. And I could also feel that they wanted to be done with the piece quickly and therefore rushed.",20,4,did not play the staccatos well for the entire piece but the flow and tempo are good
5,She Wore a Yellow Ribbon,3,48,11,4,Meter errors at the start and repeat of the chorus. This tempo is very nice,4,Good tempo. Good character. Love the lightness of the left hand chords!  Need to count accurately getting from one section to the next.,4,"Very good performance, sense of meter, and light left hand.  Nice musicality.  Just a couple rhythm errors.",4,"Wrong rhythms wnd of lines 4 last line. Good tempo, balance. Added staccato for RH repeated notes.",3,5,"This was really good! It felt upbeat and lively, but not harsh at all.",5,5,"On spot with the sheets. In my opinion, only a few piano players in the history could play something 99.9% perfect (because nothing is perfect). Here, I set the maximum perfection to 98% since these are students. This person played 95% perfect on that scale, only thing I did not like was the ending of the first chorus before repetition, it was a bit wobbly and not convincing enough. However, an amazing job, a solid 5, especially relative to other performances. March vibe was carried out wonderfully!",12,4,The player conveys a bouncy rhythm well. They are on tempo well and transition between sections smoothly.,14,5,"This was excellent. There was not much of a change in sound intensity at the forte, but it was still very good.",18,5,Well done!  Played with confidence and spirit and at a good tempo.,21,5,"This person clearly knew what they were playing. Sounds very good, though one minor critique would be the lack of dynamic change."
5,She Wore a Yellow Ribbon,4,48,6,3,"Pitch errors m.7-8.  Meter error at the start, middle, repeat, and end of the chorus",3,Right hand needs to be played legato throughout. Counting not accurate between sections.   Perhaps the tempo is a bit too fast for the performer.,3,"Some hesitation and inaccuracies, but overall nice character and lightness.  Right hand could be more connected.",3,Hesitation and wrong lh chord line 2. Some breaks in RH legato. Wrong rhythms end line 3 and some in chorus.  Wrong lh chord at end.,3,4,"The performer seemed to be sight-reading this a bit, but they got through without much difficulty. A few errors, but nothing major.",5,2,Insecure. Some mistakes during playing. I was not convinced that this person likes the piece nor has practiced enough. Did not sound like a lively march tempo.,12,2,The player hesitates on several of the notes. The tempo is consistent for most of the piece. The chords are a bit abrupt and lacking in tonality.,14,3,"This was very good, but there were many pauses in between measures, and the pace was slower towards the end.",18,2,Tentative in places and many missed notes.  Not a consistent tempo.,21,2,"Notes were still an issue for this person, as they struggled to find them at times. The chorous also slowed down, in theory because this person didn't know what to play."
5,She Wore a Yellow Ribbon,5,48,19,5,Very accurate and well done,4,"Excellent! Good tempo and good rhythm (except for the last G in chorus 4th measure: a quarter note instead of a half note). Left hand chords can be a bit shorter, too.",4,Just one rhythm mistake but overall very steady.  A bit heavy in approach though and the right hand needs shaping.,4,LH chords not staccato. Wrong rhythm end of 4th line. LH a bit too loud. Good tempo and steady rhythm.,3,5,That was really good! Sounded confident and prepared.,5,4,A bit too slow. Not lively enough for a march. No mistakes in reading the sheets. Some staccato chords were not staccato enough.,12,4,The tempo is very steady and the player transitions smoothly among parts of the piece. The notes are very accurate.,14,5,This was excellent; I could not find anything wrong with it.,18,3,"Generally good with a good tempo, but at times the playing just sounded like banging, and there were a few missed notes.",21,4,"The right hand is a bit too loud and makes the piece sound a bit uncomfortable, but everything else sounds good."
5,She Wore a Yellow Ribbon,6,44,13,5,"Small rhythm error m.20, otherwise correct",3,"All chords and notes are there, but rhythm is all over the place. Dotted quarter and half notes should not be played like a dotted rhythm. Good tempo, though.",1,"Rhythm mistakes, and left hand is too clipped.  Note errors too.",2,Wrong rhythm meas. 3. Hesitation line 2. Wrong rhythms and hesitation line 3. Chorus: overdotted rhythms and other wrong rhythms. Balance bit LH heavy.,3,2,"Well, the performer stayed relatively consistent in tempo, but the rhythms and notes were not super accurate. There was some hesitation, and the left hand's notes sounded very jarring. Got through it, though.",5,1,"Tempo not carried out. Note accentuation not proper everywhere. Very insecure, bland. It seems like the player was scared of their own performance.",12,3,The bass clef chords are very abrupt and the player hesitates at times. They push past these moments to continue. The second half of the piece has much better accuracy.,14,2,"There were many pauses, and there was an eighth note played as a quarter note. Additionally, some of the notes did not line up correctly between left and right hands, and some of the half notes were held a little too long.",18,3,"Tempo fluctuates, and many notes just sound like banging.  Clearly a beginning performer.",21,1,Tempo is too slow for the lively marking. The person also struggled with the left hand chords when they would change at all. The first ending of the repeat is especially egregious for this.
5,She Wore a Yellow Ribbon,7,48,8,4,Pitch error m. 8. Meter errors at start of chorus and repeat. Tempo good,4,Nice light crisp left hand chords. Tempo is good.  Need to pay closer attention to rhythm in Chorus. Also right hand's legato playing is not consistent.,3,"Nice light approach, but mistakes ms. 8.",3,"Good tempo, good LH balance and staccato. Wrong notes line 2. RH not consistently legato. Chorus: LH not consistent   holding longer values.",3,4,"This sounded pretty good. The repeats sounded a little off, but the flow wasn't bad otherwise.",5,4,"Very correct in reading the sheets. However, minor issues with some parts of the melody (especially the 1/8 after the long note), where it sounded too staccato even though it was under the legato arc. Dynamics a bit flat, mezzoforte and forte sounded pretty much the same, which is not the case in reality!",12,4,The tempo is very precise and quick. The player could have added some phrasing.,14,4,"I think there were a few incorrect notes, and some of the pauses may have been very slightly too long. Additionally, there was no change in sound intensity.",18,4,"Generally played with confidence and generally at a good tempo, but some notes were missed.",21,4,"This person played the song confidently but had a few note errors. However, I am more willing to rate this highly because the style it is played with is better than the other versions of this song."
5,She Wore a Yellow Ribbon,8,44,10,4,Meter errors at start and repeat of chorus,4,Good march tempo and character!  Too long a wait between first section and chorus; first ending to beginning of chorus.,3,"Nice and steady, one left hand error.  Right hand needs more dynamic shaping.",3,Wrong LH chord line 2. RH not consistent legato. Bit slow for cut time. Added extra time before start of Chorus. Could be  lighter and faster.,8,3,"Some misplayed melodies, left hand could be poppier and felt a little too uniform, but the shape of the song was intact so a 3.",11,4,"This one is between 3 to 4. There are a few unstable tempo and unclear notes, but it sounds good generally because the performance is continuous.",15,3,"The tempo is steady, and the rhythm is correct, but the player made a few mistakes.",16,4,Sometimes the notes weren't clear (like that d in measure 7). This only happened twice though where a wrong note was played and it was corrected to cause lack of clarity.,19,4,"Nice performance, a few missed notes",,,
5,She Wore a Yellow Ribbon,9,48,9,4,Rhythm errors at m.3 and 20. Meter errors at start of chorus and on repeat,4,Good note reading.  Too much of a wait going into the Chorus.,2,Tempo a bit too slow and unsteady; rhythm inaccuracies like in measure 3 where rhythm needed to be dotted.,3,Too slow. Wrong rhythm for dotted 8th measure line 1. Good balance. Too long before Chorus. Wrong rhythm end line 4.  Needs more dynamic shaping.,8,3,What feels like inconsistent tempo that could just be from overly hesitating -- rushing to catch back up. Feels stilted but it still sounded like the song and there were no major mistakes so just barely a 3.,11,3,"This recording has unstable tempos, but all the notes are accurate.",15,3,The rhythm is not accurate especially when the player play the dotted notes followed by a eighth note. The overall tempo should be faster.,16,3,"The dotted quarter/eighth note wasn't observed the first time which took away from the swing style of the piece. And in the chorus, the rhythm in the left hand wasn't great - it came in too early and was too fast. Also, no phrasing..",19,4,"Nice performance, correct notes, but timing was inconsistent.",,,
5,She Wore a Yellow Ribbon,10,48,2,3,Rhythm error at m.3 and 11. Meter errors throughout chorus. Skipped the repeat,3,First section is better than chorus.   Missing right hand melody legato playing in first section.  Wrong rhythm in chorus. Also no repeat in chorus.,1,Measures 3 and 11 did not do the dotted rhythm.  Lots of wrong rhythms in the second half of the piece.,2,"Wrong rhythms ms. 3 and line 4.. RH not consistent legato.  Line 4 multiple wrong rhythms. Good LH balance, staccato.",8,4,"Exactly what I wanted. Great balance, left hand pops. Tiny bits of hesitation, but otherwise very clean.",11,2,"This recording sounds a 3 to 4 for the first half because the only mistake is the dotted note. However, for the second half, this one has no continuous tempo with the first half, and forgets to repeat as noted in the sheet music.",15,2,The player failed to play the rhythm accurately for all the dotted notes.,16,2,"The dotted quarter/eighth note wasn't observed either time, and the rhythm of the chorus was completely off and the tempo slowed down entirely in the first part of the chorus.  The left hand notes would come in too early and their values were off. Also, the repeat wasn't played.",19,3,Nice performance. The right hand was too choppy at times. The B section was too slow compared to the A section and they did not take the repeat.,,,
5,She Wore a Yellow Ribbon,11,48,20,4,Pitch errors at m.5-6.  Good transition to chorus,4,Good tempo. Rhythm is quite good. Right hand melody playing is lacking legato.,3,"Right hand needed to be smoother, and there were some hesitations.  Left hand too heavy, line 4.",3,Too slow. LH too loud. Hesitations end line 1 into line 2. Inconsistent RH legato. Correct rhythm into Chorus (finally!).  Heavy with no RH melodic shaping.,8,2,"Wrong eighth note rhythm in measure 3, hesitations and a severe tempo drop off in areas where the player felt uncomfortable.",11,2,This one is between 2 to 3. It has unclear and missed notes and unstable tempo.,15,2,The rhythm is mostly correct. But in the first half there were a few mistakes made. Also there was a blurring sound probably made because the player held several notes together.,16,2,"Sometimes all the notes in the left hand chords weren't coming through and in the last measure of the first line, the notes were completely off which was easy to tell. In the chorus, the full half notes weren't observed before starting the chorus again.",19,2,A few mistakes at the beginning. The pedal was heavy and the right notes held over other notes at times.,,,
5,She Wore a Yellow Ribbon,12,48,15,5,Very accurate,5,"Good tempo. Good rhythm, counting.  If anything, left hand chords can be crisper. Excellent!",4,Good performance!  Just one small right hand mistake.  Nice tempo and character.,4,Mistake line 2. LH could be shorter and less. Dotted rhythms in chorus not accurate (more like triplets).,8,4,Good playing. Left hand could have been softer and staccatos more emphasized.,11,4,"This one makes no note or tempo mistakes. However, it ignores the staccato for the left hand.",15,4,Accurate notes and rhythm. Can do better in playing the staccato notes. Could be played faster.,16,3,"Too fast, and the chorus was rushed into so there wasn't proper phrasing. Also the staccato wasn't enough observed, but the notes were correct and the rhythm was generally right.",19,4,"Nice performance, not played lively enough though.",,,
5,She Wore a Yellow Ribbon,13,44,21,4,"Nice tempo, but a few errors in RH",4,"Started off really well, but I think in the end tempo is a bit too fast for the performer, hence missed notes.   Bring the tempo down a notch and he/she can still achieve the march like character with all the correct notes!",3,"A few errors in notes line 2, and next to last measure.  Interesting bright character and energy!",3,"Mistakes line 2. Good march tempo (in 2, as indicated). Wrong rh rhythm line 3. Inconsistent legato. Wrong note  just before first ending.",8,4,"Left hands were exactly what I was looking for. Some incorrect notes, but otherwise played fantastically with great melody.",11,4,"It sounds great generally, but misses a few leaf-hand breaks and dotted notes.",15,4,"Wrong notes were played. But the tempo is good (marching-like), and dynamic changes can be heard.",16,2,"This was too fast, and the notes were off (for example in the last two-ish measures two Cs were played instead of a D in then a C). Also the fast tempo didn't carry enough to the chorus so it seemed like the beginning was rushed and the end couldn't keep us. I liked the dynamic variation though, it had nice phrasing comparatively so it was fun to listen to.",19,5,Nice performance with a lively march feel.,,,
6,The Blues,1,44,21,5,"Accurate, and good attention to dynamics an tempo",5,Accurate reading. Correct rhythm. Nice gradation of dynamics.,4,Good dynamics and rit. at end.  Left hand chords could have been lighter.,4,"Good rhythm and dynamics, rit. LH too loud.",1,4,"The notes were all correct, but the tempo was somewhat inconsistent, and the rhythms felt rushed at some points. However, they followed the crescendo and ritardando notations correctly.",2,5,Piece was played accurately and was pleasant to listen to. No errors and I could tell the pianist was confident in what they were playing.,6,4,"Well-played, good attention to dynamics and style.",9,4,The dynamics and tempo of the piece is very good. The ending didn't retard like it's asked to on the score.,13,3,"Too fast, but skill was adequate.",20,4,the speed gets faster and faster but others are good
6,The Blues,2,44,13,3,"Tempo very erratic, but pitches and dynamics OK",3,"Even though all notes were played correctly, rhythm is incorrect.  Nice rubato at the end.",1,overall poor rhythm!!!,1,Rhythms wrong throughout. Fairly good balance.,1,1,"The notes were all correct, but the rhythms were very wrong. They sped up the ends of lines, and they played notes too early in some cases. There wasn't a consistent tempo, and it felt very sporadic overall.",2,1,"The rhythm was inconsistent, as were the dynamics. At times, the bass was played very loud, at other times the treble was. Sometimes the bass notes were staccato and sometimes they weren't. It felt like the pianist attempted to add a swing to the piece that shouldn't have been there.",6,1,Serious counting and pedaling issues.,9,1,The tempo isn't consistent. The quarter notes don't sound even.,13,2,"Tries too hard to be stylish, this distracts from the piece.",20,2,inconsistent tempo and duration mistake
6,The Blues,3,48,15,5,Very accurate,5,Well done! Accurate reading on all accounts.,4,"Very good performance!!  Could do more dynamics, and rit at end",4,"Good tempo, good balance. Dynamics not observed. No Rit at end.",1,4,"The notes and rhythms were all correct. They maintained a steady tempo and it all felt very consistent. However, they didn't pay attention to crescendo or ritardando notation or dynamics. Overall, they played the notes and rhythms correctly but not the additional notation.",2,4,"The piece was played well and accurately. The ritardando at the end was a little subtle, but overall was pleasant to listen to.",6,4,Good in every aspect but dynamics and rhythm markings.,9,4,"The notes and tempo are correct, but the dynamics and retard aren't obvious enough.",13,4,A bit too fast but there is a certain charm to it. This is probably because the performer understands the tone of the piece.,20,4,did not pay attention to the crescendo or diminuendo
6,The Blues,4,48,19,5,Very accurate,4,Good rhythm and tempo. Correct notes. Left hand staccatos inconsistent.,4,"Very good performance, and taper at the end.  I liked the slightly longer Left hand chords.",4,LH not staccato as indicated. No rit and dim at end. Good rhythm.,1,3,"The notes were correct and the rhythms were very consistent. They maintained a pretty steady tempo, but they didn't include any staccato, dynamics, or ritardandos. Not including the staccato changes the song too much, even though the notes and rhythms were very good.",2,4,"The bass notes were not played staccato as marked, but that was the only error.",6,3,"Good and mostly-mistake free, but more attention needed on dynamics and staccato versus legato notes.",9,4,"The notes and tempo are correct, but the dynamics and retard aren't obvious enough.",13,3,Averagely fine.,20,3,did not play handle the staccatos well nor pay attention to the crescendo or diminuendo
6,The Blues,5,48,5,5,Very accurate and good rit. at end,5,Well played! Correct notes and rhythm. Tempo is good. Nice feel for rubato at the end.,4,Could do more dynamic contrast in the right hand.  Nice rit. at the end,4,"Didn't do dynamics line 3, but otherwise good.",1,5,"The notes and rhythms were all correct. They maintained a consistent tempo, and it flowed very well. In addition, they followed the staccatos, crescendos, and ritardandos correctly. They could have included more difference between forte and mezzoforte dynamics, but overall it was an excellent and consistent performance.",2,3,The notes were played accurately but the dynamics were not followed.,6,4,"Nearly perfect, except for dynamics.",9,4,It sounds good overall except I would like the bass sound softer.,13,5,Perfect.,20,5,no mistake heard
6,The Blues,6,48,17,4,Tempo problem m.8. Good rit. at end,5,"Even though tempo is a bit slow, the student paced it nicely so that a beautiful rubato could be achieved.",3,Could use more right hand shaping.  Some left hand rhythmic inaccuracies bars 7 and 8.  Nice rit.,3,Too slow. LH to heavy. Rhythm wrong end line 2. Good rit/dim at end.,1,3,"The notes were correct and rhythms were almost all correct. They played the staccatos correctly and they included the ritardando at the end. The tempo was steady but it was slightly too slow, so the piece dragged.",2,4,"The piece was played very slowly, not moderato like marked, but this was the only error.",6,3,"A few mistakes in counting and style, but played most dynamic and meter markings.",9,4,Sounds very good overall but the tempo could be faster.,13,3,"Got the right notes and has the right idea, just needs more practice.",20,3,did not pay attention to the crescendo or diminuendo and one extra note played in the 8th measure
6,The Blues,7,44,4,4,Tempo varies a little. good ritard at end. Dynamics could be more,5,Well played! All accurate! Gentle rubato at the end.,4,"Didn't hold right hand half notes long enough in the first half of the piece.  Otherwise, nice!",4,Some RH half notes shortened. Otherwise good.,1,3,"The notes were correct, but some of the rhythms were rushed. They included the staccatos, crescendo, and ritardando correctly. The tempo was slightly sporadic, however, and certain measures were very rushed. Overall, the piece felt inconsistent.",2,5,"The piece was played accurately in notes, rhythm, and dynamics. Pleasant to listen to.",6,4,"Nearly perfect, expect for dynamics and holding right-hand half notes until beat three.",9,4,Sounds very good except some minor tempo inconsistency in the middle.,13,4,"Has the right idea and skill set, just needs to watch tempo.",20,5,no mistake heard
6,The Blues,8,48,2,2,"Rhythms are inaccurate, but pitches OK. No dynamic or tempo variation at all",1,"Though left hand chords are all correct, right hand rhythm is all over the place. Needs to rework the entire piece.",1,Lots of wrong rhythms.,1,Rh rhythms wrong throughout. Wrong note line 2.,3,2,"I think this performer misunderstood the rhythms of the notes. They were the right notes, but there was simply no meter.",5,1,The main melody line completely wrong rhythm wise. What I heard and what is on the paper doesn't match at all. Insecure and rushed.,12,4,The player has great accuracy with the notes and conveys the blues style well.,14,2,Some of the quarter notes were consistently played as eighth notes. Both the beat and the rhythm were off. They also did not slow down at the rit. at the end.,18,3,Notes generally were correct but playing sounded mechanical and labored.,21,1,"This person might be a jazz player based on how they play the melody (sliding off the minor third to the major), but failed to read the music in front of them."
